,math score,reading score,writing score,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
653,65,70,74,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
654,73,79,79,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
655,62,67,67,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
656,77,67,64,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
657,69,66,61,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
658,43,60,58,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
659,90,87,85,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
660,74,77,73,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
661,73,66,63,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
662,55,71,69,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
663,65,69,67,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
664,80,63,63,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
665,50,60,60,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
666,63,73,71,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
667,77,85,87,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
668,73,74,61,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
669,81,72,77,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
670,66,76,68,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
671,52,57,50,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
672,69,78,76,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
673,65,84,84,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
674,69,77,78,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
675,50,64,66,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
676,73,78,76,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
677,70,82,76,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
678,81,75,78,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
679,63,61,60,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
680,67,72,74,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
681,60,68,60,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
682,62,55,54,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
683,29,40,44,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
684,62,66,68,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
685,94,99,100,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
686,85,75,68,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
687,77,78,73,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
688,53,58,44,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
689,93,90,83,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
690,49,53,53,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
691,73,76,78,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
692,66,74,81,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
693,77,77,73,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
694,49,63,56,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
695,79,89,86,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
696,75,82,90,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
697,59,72,70,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
698,57,78,79,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
699,66,66,59,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
700,79,81,82,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
701,57,67,72,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
702,87,84,87,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
703,63,64,67,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
704,59,63,64,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
705,62,72,65,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
706,46,34,36,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
707,66,59,52,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
708,89,87,79,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
709,42,61,58,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
710,93,84,90,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
711,80,85,85,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
712,98,100,99,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
713,81,81,84,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
714,60,70,74,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
715,76,94,87,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
716,73,78,72,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
717,96,96,99,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
718,76,76,74,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
719,91,73,80,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
720,62,72,70,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
721,55,59,59,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
722,74,90,88,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
723,50,48,42,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
724,47,43,41,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
725,81,74,71,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
726,65,75,77,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
727,68,51,57,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
728,73,92,84,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
729,53,39,37,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
730,68,77,80,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
731,55,46,43,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
732,87,89,94,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
733,55,47,44,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
734,53,58,57,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
735,67,57,59,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
736,92,79,84,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
737,53,66,73,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
738,81,71,73,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
739,61,60,55,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
740,80,73,72,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
741,37,57,56,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
742,81,84,82,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
743,59,73,72,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
744,55,55,47,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
745,72,79,74,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
746,69,75,71,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
747,69,64,68,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
748,50,60,59,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
749,87,84,86,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
750,71,69,68,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
751,68,72,65,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
752,79,77,75,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
753,77,90,85,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
754,58,55,53,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
755,84,95,92,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
756,55,58,52,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
757,70,68,72,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
758,52,59,65,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
759,69,77,77,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
760,53,72,64,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
761,48,58,54,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
762,78,81,86,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
763,62,62,63,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
764,60,63,59,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
765,74,72,72,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
766,58,75,77,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
767,76,62,60,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
768,68,71,75,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
769,58,60,57,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
770,52,48,49,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
771,75,73,74,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
772,52,67,72,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
773,62,78,79,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
774,66,65,60,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
775,49,58,55,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
776,66,72,70,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
777,35,44,43,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
778,72,79,82,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
779,94,85,82,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
780,46,56,57,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
781,77,90,84,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
782,76,85,82,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
783,52,59,62,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
784,91,81,79,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
785,32,51,44,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
786,72,79,77,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
787,19,38,32,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
788,68,65,61,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
789,52,65,61,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
790,48,62,60,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
791,60,66,70,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
792,66,74,69,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
793,89,84,77,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
794,42,52,51,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
795,57,68,73,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
796,70,70,70,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
797,70,84,81,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
798,69,60,54,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
799,52,55,57,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
800,67,73,68,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
801,76,80,73,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
802,87,94,95,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
803,82,85,87,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
804,73,76,78,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
805,75,81,74,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
806,64,74,75,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
807,41,45,40,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
808,90,75,69,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
809,59,54,51,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
810,51,31,36,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
811,45,47,49,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
812,54,64,67,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
813,87,84,76,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
814,72,80,83,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
815,94,86,87,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
816,45,59,64,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
817,61,70,76,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
818,60,72,68,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
819,77,91,88,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
820,85,90,92,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
821,78,90,93,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
822,49,52,51,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
823,71,87,82,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
824,48,58,52,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
825,62,67,58,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
826,56,68,70,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
827,65,69,76,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
828,69,86,81,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
829,68,54,53,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
830,61,60,57,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
831,74,86,89,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
832,64,60,58,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
833,77,82,89,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
834,58,50,45,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
835,60,64,74,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
836,73,64,57,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
837,75,82,79,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
838,58,57,53,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
839,66,77,73,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
840,39,52,46,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
841,64,58,51,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
842,23,44,36,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
843,74,77,76,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
844,40,65,64,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
845,90,85,84,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
846,91,85,85,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
847,64,54,50,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
848,59,72,68,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
849,80,75,69,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
850,71,67,67,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
851,61,68,63,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
852,87,85,93,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
853,82,67,61,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
854,62,64,55,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
855,97,97,96,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
856,75,68,65,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
857,65,79,81,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
858,52,49,46,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
859,87,73,72,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
860,53,62,53,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
861,81,86,87,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
862,39,42,38,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
863,71,71,80,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
864,97,93,91,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
865,82,82,88,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
866,59,53,52,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
867,61,42,41,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
868,78,74,72,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
869,49,51,51,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
870,59,58,47,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
871,70,72,76,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
872,82,84,78,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
873,90,90,82,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
874,43,62,61,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
875,80,64,66,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
876,81,82,84,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
877,57,61,54,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
878,59,72,80,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
879,64,76,74,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
880,63,64,66,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
881,71,70,70,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
882,64,73,71,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
883,55,46,44,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
884,51,51,54,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
885,62,76,80,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
886,93,100,95,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
887,54,72,59,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
888,69,65,74,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
889,44,51,48,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
890,86,85,91,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
891,85,92,85,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
892,50,67,73,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
893,88,74,75,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
894,59,62,69,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
895,32,34,38,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
896,36,29,27,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
897,63,78,79,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
898,67,54,63,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
899,65,78,82,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
900,85,84,89,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
901,73,78,74,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
902,34,48,41,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
903,93,100,100,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
904,67,84,84,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
905,88,77,77,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
906,57,48,51,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
907,79,84,91,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
908,67,75,72,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
909,70,64,70,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
910,50,42,48,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
911,69,84,82,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
912,52,61,66,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
913,47,62,66,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
914,46,61,55,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
915,68,70,66,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
916,100,100,100,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
917,44,61,52,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
918,57,77,80,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
919,91,96,91,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
920,69,70,67,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
921,35,53,46,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
922,72,66,66,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
923,54,65,65,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
924,74,70,69,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
925,74,64,60,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
926,64,56,52,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
927,65,61,71,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
928,46,43,44,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
929,48,56,51,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
930,67,74,70,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
931,62,57,62,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
932,61,71,73,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
933,70,75,74,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
934,98,87,90,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
935,70,63,58,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
936,67,57,53,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
937,57,58,57,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
938,85,81,85,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
939,77,68,69,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
940,72,66,72,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
941,78,91,96,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
942,81,66,64,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
943,61,62,61,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
944,58,68,61,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
945,54,61,58,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
946,82,82,80,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
947,49,58,60,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
948,49,50,52,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
949,57,75,73,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
950,94,73,71,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
951,75,77,83,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
952,74,74,72,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
953,58,52,54,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
954,62,69,69,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
955,72,57,62,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
956,84,87,81,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
957,92,100,100,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
958,45,63,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
959,75,81,71,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
960,56,58,64,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
961,48,54,53,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
962,100,100,100,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
963,65,76,75,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
964,72,57,58,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
965,62,70,72,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
966,66,68,64,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
967,63,63,60,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
968,68,76,67,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
969,75,84,80,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
970,89,100,100,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
971,78,72,69,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
972,53,50,60,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
973,49,65,61,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
974,54,63,67,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
975,64,82,77,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
976,60,62,60,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
977,62,65,58,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
978,55,41,48,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
979,91,95,94,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
980,8,24,23,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
981,81,78,78,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
