,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
15427,61,State-gov,12.203549464985736,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
15428,25,Private,11.623357100735857,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,43,<=50K
15429,27,Private,11.843738863382614,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,<=50K
15430,50,Self-emp-not-inc,10.385080021031843,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,<=50K
15431,33,Self-emp-not-inc,12.224820795491866,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,62,<=50K
15432,38,Private,11.08023303460758,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Male,60,<=50K
15433,51,Private,10.640819068607131,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
15434,27,Private,12.248777666043658,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,42,<=50K
15435,49,Local-gov,11.277456263965382,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,16,<=50K
15436,26,Private,11.827385778454614,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,40,<=50K
15437,42,Private,12.223691517618628,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
15438,38,Private,12.048611492126975,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
15439,48,Private,12.204025551662546,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K
15440,30,Private,12.112739510085065,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,<=50K
15441,25,State-gov,12.120944947847647,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,<=50K
15442,50,Private,12.251624237849088,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
15443,54,Self-emp-inc,12.239812017388752,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,>50K
15444,37,Private,12.037310739733964,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
15445,17,Private,11.229686839104678,10th,6,Never-married,Sales,Own-child,Black,Female,24,<=50K
15446,57,Private,11.844320548922585,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,38,<=50K
15447,33,Private,12.900261783064364,10th,6,Never-married,Other-service,Own-child,Black,Male,20,<=50K
15448,41,Self-emp-not-inc,12.318347204012094,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,65,<=50K
15449,45,Private,11.263540602450792,Bachelors,13,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,40,<=50K
15450,50,Private,12.077130705239458,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,48,<=50K
15451,18,Private,11.424378363905259,HS-grad,9,Never-married,Sales,Other-relative,White,Male,25,<=50K
15452,19,Private,12.542434161736393,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,<=50K
15453,26,Private,11.260597666260049,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,<=50K
15454,61,?,12.199486001135364,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,2,>50K
15455,67,?,12.15657247936897,11th,7,Married-civ-spouse,?,Husband,White,Male,40,<=50K
15456,41,Private,11.639487628837943,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
15457,29,Private,12.220365021196768,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K
15458,27,Private,11.593878527375894,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,40,<=50K
15459,35,Private,12.17814116847646,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,38,<=50K
15460,37,Private,10.780912708188415,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,90,>50K
15461,22,Private,11.826458016012118,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K
15462,25,Private,11.872563016051387,10th,6,Never-married,Priv-house-serv,Own-child,White,Female,24,<=50K
15463,26,Private,11.918810484903082,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
15464,27,Local-gov,12.606562062057089,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,40,<=50K
15465,51,Private,11.652913468748105,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
15466,45,Private,12.76694764033176,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K
15467,60,Private,11.336796693238679,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
15468,35,Private,11.04563814321872,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
15469,24,Private,12.34485149613328,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K
15470,40,Local-gov,12.187068199602477,HS-grad,9,Divorced,Craft-repair,Own-child,White,Female,40,<=50K
15471,69,?,12.00515525297413,HS-grad,9,Widowed,?,Not-in-family,White,Female,20,<=50K
15472,52,Self-emp-inc,10.801003129083949,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K
15473,38,Private,11.719557447509327,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,35,<=50K
15474,18,Private,11.726882953304163,11th,7,Never-married,Sales,Own-child,White,Female,49,<=50K
15475,24,Private,12.283875924477034,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K
15476,52,Private,12.101062068636635,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,<=50K
15477,21,Private,12.147044249067932,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,44,<=50K
15478,64,Self-emp-not-inc,12.046032993024856,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,8,<=50K
15479,25,Private,12.553513082352785,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,40,<=50K
15480,34,Federal-gov,12.739790237308451,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K
15481,39,Self-emp-not-inc,10.445201191835514,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K
15482,26,Private,12.849701271708934,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,52,<=50K
15483,19,Private,12.626327839110974,10th,6,Never-married,Farming-fishing,Own-child,White,Male,25,<=50K
15484,35,Private,11.504358876304103,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
15485,26,Private,12.23130169957595,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
15486,38,Private,11.504459731556729,HS-grad,9,Separated,Other-service,Own-child,White,Male,35,<=50K
15487,45,Private,11.491119432196781,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,<=50K
15488,18,Private,11.521647318782097,11th,7,Never-married,Other-service,Unmarried,White,Female,28,<=50K
15489,51,Private,12.208953491904563,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,63,<=50K
15490,36,Private,12.780025169565649,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,28,<=50K
15491,18,Private,11.681629725804997,Some-college,10,Never-married,Other-service,Own-child,White,Female,16,<=50K
15492,37,Private,11.674772168574798,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
15493,39,Federal-gov,12.152845904290915,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K
15494,21,Private,12.044194687037177,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,<=50K
15495,33,Private,12.16870301806017,HS-grad,9,Separated,Sales,Not-in-family,White,Female,35,<=50K
15496,23,Private,13.173370130742914,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K
15497,52,Self-emp-not-inc,11.895326633479842,HS-grad,9,Divorced,Sales,Unmarried,Black,Male,40,<=50K
15498,28,Private,11.006904944847303,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
15499,23,State-gov,12.396494638357996,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K
15500,48,Self-emp-inc,12.26970919751584,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
15501,17,Private,12.292823571938829,11th,7,Never-married,Sales,Own-child,White,Female,20,<=50K
15502,22,Self-emp-not-inc,12.541841063100284,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,3,<=50K
15503,26,Private,11.938709406986293,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,80,>50K
15504,40,Private,12.031242954494514,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
15505,90,Private,12.43254265803252,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K
15506,28,Private,12.171268962918786,HS-grad,9,Divorced,Sales,Own-child,White,Female,40,<=50K
15507,44,Private,12.055441597857842,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
15508,43,Private,12.502526136369042,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K
15509,17,?,12.476851408598684,10th,6,Never-married,?,Own-child,White,Male,8,<=50K
15510,49,Federal-gov,11.74318761880443,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
15511,27,Private,11.81222232388424,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,50,<=50K
15512,60,Self-emp-not-inc,12.47273535075788,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,40,<=50K
15513,33,Private,11.690318228527431,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,40,<=50K
15514,53,Self-emp-not-inc,11.685146179584754,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
15515,19,Private,12.123820832913445,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,<=50K
15516,28,Self-emp-not-inc,12.160175293143137,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,<=50K
15517,22,Private,12.244249544868543,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,20,<=50K
15518,48,Self-emp-not-inc,12.25079263299506,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,<=50K
15519,19,Private,12.142733404968086,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,<=50K
15520,58,Private,11.970369299170619,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,40,<=50K
15521,19,Self-emp-not-inc,12.630801019819184,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,25,<=50K
15522,37,?,11.713954278118768,HS-grad,9,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,42,<=50K
15523,22,Private,12.26339299070298,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,<=50K
15524,52,Self-emp-not-inc,11.720037190571402,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
15525,31,Private,10.499655661466162,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,<=50K
15526,62,Private,12.038866276545066,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,40,<=50K
15527,26,Private,10.551454296015532,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K
15528,64,State-gov,12.534145419508757,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,24,<=50K
15529,38,Private,10.381955260193992,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
15530,28,Self-emp-not-inc,12.329170421787895,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
15531,19,Private,10.245160527556513,HS-grad,9,Never-married,Other-service,Own-child,White,Female,52,<=50K
15532,39,Private,11.852806171865549,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,10,<=50K
15533,50,Private,12.014009796033054,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
15534,39,Self-emp-inc,12.220655792654917,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
15535,36,Private,12.664443247733256,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,40,<=50K
15536,39,Private,12.22131095056894,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,49,<=50K
15537,51,Self-emp-inc,11.552107715845384,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,25,<=50K
15538,28,Private,12.079023057690694,HS-grad,9,Never-married,Other-service,Own-child,White,Female,32,<=50K
15539,57,Self-emp-not-inc,11.551655673230266,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,>50K
15540,40,Local-gov,10.586129748450926,Prof-school,15,Separated,Prof-specialty,Own-child,Black,Female,40,<=50K
15541,27,Private,13.135155211913935,Some-college,10,Divorced,Sales,Unmarried,White,Female,40,<=50K
15542,49,State-gov,11.947910539614385,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,44,<=50K
15543,34,Self-emp-not-inc,11.829369906089662,10th,6,Never-married,Other-service,Own-child,White,Female,40,<=50K
15544,24,Private,11.53589952853005,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K
15545,54,Private,12.459807475607297,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,<=50K
15546,52,Private,10.667209685765677,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K
15547,43,Private,12.02933546703012,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,25,<=50K
15548,84,?,12.818351360906007,5th-6th,3,Widowed,?,Not-in-family,White,Male,15,<=50K
15549,79,?,11.521706795977567,Assoc-acdm,12,Married-civ-spouse,?,Wife,White,Female,2,>50K
15550,35,Private,10.873110498787055,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,<=50K
15551,56,Private,11.496989153831874,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,30,<=50K
15552,30,Private,12.850958771917302,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
15553,54,Private,11.549267037372665,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,40,<=50K
15554,35,Private,12.606980719445724,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,50,<=50K
15555,32,Private,11.758972712644727,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,40,<=50K
15556,44,Self-emp-inc,12.267924748976812,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
15557,32,Private,12.547479117337618,HS-grad,9,Married-AF-spouse,Other-service,Other-relative,White,Female,10,<=50K
15558,60,Private,12.107362191339584,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
15559,40,Private,12.45825058976273,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,45,<=50K
15560,50,Private,12.554198146913361,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K
15561,58,Private,12.276079003266391,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,>50K
15562,41,Private,11.146690685353732,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K
15563,28,Private,12.155100352247834,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
15564,53,Private,11.470696230752491,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,35,<=50K
15565,17,?,12.5273550993104,9th,5,Never-married,?,Own-child,White,Female,25,<=50K
15566,45,Private,10.215850042381968,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,40,<=50K
15567,23,Private,10.102174463416347,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,30,<=50K
15568,25,Private,12.708954803341848,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
15569,40,Self-emp-not-inc,12.053014701782653,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,35,>50K
15570,28,Private,11.664555828609993,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,60,<=50K
15571,27,Private,10.561007555452923,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,40,<=50K
15572,19,Local-gov,12.21693839884048,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,15,<=50K
15573,24,Private,12.661292531783161,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,25,<=50K
15574,38,Private,11.546911346423387,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Male,40,<=50K
15575,24,State-gov,12.004452054615708,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,40,<=50K
15576,18,Private,12.667999999283506,11th,7,Never-married,Other-service,Own-child,Black,Male,7,<=50K
15577,58,Private,12.287385315690646,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K
15578,35,Private,11.666007002039425,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,44,>50K
15579,43,Private,12.13563408668351,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Female,20,<=50K
15580,24,Private,12.86240282171281,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
15581,63,Private,12.214199532741782,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,<=50K
15582,40,Private,12.994348171181697,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
15583,21,Private,12.112410107618157,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,20,<=50K
15584,20,State-gov,12.719237531088586,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
15585,49,?,12.338735536115962,Some-college,10,Married-civ-spouse,?,Husband,White,Male,20,>50K
15586,47,Federal-gov,12.260200917568392,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
15587,48,Self-emp-inc,10.566690856723001,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,36,<=50K
15588,23,?,12.62094998594707,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,40,<=50K
15589,35,State-gov,11.396852216793818,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
15590,46,Private,12.48450330532855,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,20,<=50K
15591,18,Private,11.37547784248964,12th,8,Never-married,Other-service,Own-child,White,Male,25,<=50K
15592,28,Self-emp-not-inc,12.896513667744388,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,>50K
15593,62,?,11.724910996468438,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,4,<=50K
15594,20,Private,11.956450356202852,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,<=50K
15595,28,Private,12.403533193979431,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
15596,57,Private,11.807056696816188,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
15597,56,Private,12.382707228767513,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
15598,33,Private,11.982491498484917,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
15599,19,Private,12.19939540227685,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K
15600,29,Private,12.28073939011293,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
15601,30,Private,11.970369299170619,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,55,<=50K
15602,53,Local-gov,10.471808200149228,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,57,<=50K
15603,25,Private,12.185844427683183,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,40,<=50K
15604,44,State-gov,12.681763198527834,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,38,<=50K
15605,22,Private,12.103209010070934,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,28,<=50K
15606,40,Private,12.214858932810792,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
15607,25,Private,12.429372184677648,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K
15608,30,Self-emp-not-inc,12.33065915167289,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
15609,51,Private,11.821306821424916,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,38,<=50K
15610,17,Private,10.762149171573647,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,24,<=50K
15611,46,Local-gov,12.282552089235391,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K
15612,50,State-gov,10.112451040276504,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K
15613,34,Private,13.506528577851304,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,50,<=50K
15614,42,?,12.679467393428073,Masters,14,Married-civ-spouse,?,Husband,White,Male,50,<=50K
15615,41,Federal-gov,12.168318855918258,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
15616,32,Private,12.695523446748467,Bachelors,13,Never-married,Other-service,Unmarried,Other,Male,40,<=50K
15617,32,Private,12.241849936905695,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
15618,47,Private,11.599928508591802,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,<=50K
15619,50,Private,12.522812180981747,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
15620,77,Private,11.868128325926286,7th-8th,4,Widowed,Priv-house-serv,Unmarried,White,Female,23,<=50K
15621,33,Private,12.105478530294471,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K
15622,47,Self-emp-inc,12.147441971976976,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,<=50K
15623,64,Private,12.041227483037455,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
15624,34,Private,12.470592277830377,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K
15625,34,Local-gov,12.145504897096417,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,35,<=50K
15626,37,Local-gov,10.867920619736298,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,<=50K
15627,34,Private,13.5107718445425,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
15628,22,?,12.181493026555783,Some-college,10,Never-married,?,Own-child,White,Female,29,<=50K
15629,50,Self-emp-not-inc,12.29874753783079,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,64,<=50K
15630,60,Private,12.196885573321005,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
15631,46,Local-gov,12.118164502930068,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,43,<=50K
15632,43,Private,12.03417457496046,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Female,44,<=50K
15633,48,Private,12.069032246394274,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
15634,48,Private,11.468576424396037,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,43,<=50K
15635,37,Private,13.057748053317487,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
15636,51,Private,12.038322409518967,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
15637,52,Private,11.212158152969792,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
15638,27,Private,11.613883303050757,5th-6th,3,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,20,<=50K
15639,43,Local-gov,10.414273175502098,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
15640,23,Private,12.109330440867517,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,25,<=50K
15641,35,Private,11.891991839223827,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
15642,49,Private,12.210811399877347,10th,6,Never-married,Other-service,Unmarried,White,Female,38,<=50K
15643,51,Local-gov,12.213847344084073,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
15644,71,Federal-gov,11.914295533169284,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,9,<=50K
15645,63,Private,10.55458803059373,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,40,<=50K
15646,41,State-gov,12.102227647561723,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,35,<=50K
15647,24,State-gov,12.526059745891525,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,40,<=50K
15648,41,Local-gov,12.061347406350071,Some-college,10,Divorced,Other-service,Unmarried,White,Female,45,<=50K
15649,33,Local-gov,12.028589365376469,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
15650,42,Local-gov,12.495524401168547,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K
15651,23,Private,11.814059157345177,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,<=50K
15652,49,Private,12.293891196667085,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,38,<=50K
15653,28,Self-emp-not-inc,11.582796617322268,12th,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,40,<=50K
15654,31,Private,11.838026146992371,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,56,<=50K
15655,28,Private,11.95030259138887,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,35,<=50K
15656,37,Private,12.175639210909218,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,25,<=50K
15657,19,Private,12.73412110119168,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,40,<=50K
15658,51,Local-gov,13.214690931782226,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,<=50K
15659,25,Private,11.530893076320679,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,41,<=50K
15660,49,Self-emp-inc,11.752823866568203,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K
15661,47,Private,12.054132853222296,HS-grad,9,Divorced,Sales,Unmarried,White,Female,45,<=50K
15662,48,Local-gov,10.613172231735003,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
15663,41,Local-gov,12.738707705133821,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,<=50K
15664,32,Private,12.072844064196541,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K
15665,26,?,12.681157095518396,HS-grad,9,Never-married,?,Unmarried,White,Female,16,<=50K
15666,46,Private,11.947340775921406,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K
15667,17,Private,11.593611042881482,10th,6,Never-married,Sales,Own-child,White,Female,20,<=50K
15668,34,Private,12.75499142391726,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,43,<=50K
15669,44,Private,10.65671803195308,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,30,<=50K
15670,23,Private,11.993553702643402,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,20,<=50K
15671,65,?,11.830324094209942,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,20,<=50K
15672,34,Private,12.432111999956408,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,<=50K
15673,34,Federal-gov,11.914175033497166,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
15674,39,Private,11.948868047062934,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
